"segment_id","forecast_month","gross_recovery_for_month"
"super_prime_q1",12,"52.30279202280000"
"super_prime_q1",13,"141.79334813540000"
"super_prime_q1",14,"182.74378460600000"
"super_prime_q1",15,"213.92289496510000"
"super_prime_q1",16,"230.08561814400000"
"super_prime_q1",17,"308.60964942660000"
"super_prime_q1",18,"327.76912590900000"
"super_prime_q1",19,"351.49645781370000"
"super_prime_q1",20,"390.54657085920000"
"super_prime_q1",21,"395.95960706720000"
"super_prime_q1",22,"430.59165757240000"
"super_prime_q1",23,"463.38161220400000"
"super_prime_q1",24,"487.12376394400000"
"super_prime_q1",25,"513.82852493820000"
"super_prime_q1",26,"512.17037135040000"
"super_prime_q1",27,"557.65337192520000"
"super_prime_q1",28,"567.84689795750000"
"super_prime_q1",29,"578.72725516670000"
"super_prime_q1",30,"579.93038579000000"
"super_prime_q1",31,"587.82093647760000"
"super_prime_q1",32,"611.16148748750000"
"super_prime_q1",33,"620.50888368610000"
"super_prime_q1",34,"628.07922838000000"
"super_prime_q1",35,"634.64584971930000"
"super_prime_q1",36,"668.75616570590000"
"super_prime_q1",37,"658.29768466040000"
"super_prime_q1",38,"653.45780056000000"
"super_prime_q1",39,"657.78040552840000"
"super_prime_q1",40,"668.38283346280000"
"super_prime_q1",41,"663.80589714210000"
"super_prime_q1",42,"662.46093769500000"
"super_prime_q1",43,"666.52753536390000"
"super_prime_q1",44,"671.61205490700000"
"super_prime_q1",45,"665.02933807020000"
"super_prime_q1",46,"656.05528278590000"
"super_prime_q1",47,"651.42305095010000"
"super_prime_q1",48,"639.21119758080000"
"super_prime_q1",49,"627.55921581330000"
"super_prime_q1",50,"634.76510162160000"
"super_prime_q1",51,"626.61115291560000"
"super_prime_q1",52,"619.21182697230000"
"super_prime_q1",53,"618.57872415630000"
"super_prime_q1",54,"610.51850502330000"
"super_prime_q1",55,"599.73976838940000"
"super_prime_q1",56,"589.06201621680000"
"super_prime_q1",57,"585.20533893780000"
"super_prime_q1",58,"575.83476124840000"
"super_prime_q1",59,"564.43084994090000"
"super_prime_q1",60,"557.50791501090000"
"super_prime_q1",61,"546.46677982260000"
"super_prime_q1",62,"538.89292641870000"
"super_prime_q1",63,"528.21941319840000"
"super_prime_q1",64,"528.38452917440000"
"super_prime_q1",65,"524.94383565940000"
"super_prime_q1",66,"518.00424601860000"
"super_prime_q1",67,"507.74635221420000"
"super_prime_q1",68,"504.12400053000000"
"super_prime_q1",69,"496.96804596090000"
"super_prime_q1",70,"489.14177969160000"
"super_prime_q1",71,"482.53020025600000"
"super_prime_q1",72,"480.44826878260000"
"super_prime_q1",73,"479.81670826880000"
"super_prime_q1",74,"472.24996810690000"
"super_prime_q1",75,"462.89714847540000"
"super_prime_q1",76,"455.18985066700000"
"super_prime_q1",77,"446.17811350900000"
"super_prime_q1",78,"439.76846839200000"
"super_prime_q1",79,"431.05904226000000"
"super_prime_q1",80,"422.52401392800000"
"super_prime_q1",81,"414.15640748400000"
"super_prime_q1",82,"412.02562435200000"
"super_prime_q1",83,"403.86568463200000"
"super_prime_q1",84,"400.63800630240000"
"super_prime_q2",10,"73.15580156940000"
"super_prime_q2",11,"303.86685786340000"
"super_prime_q2",12,"708.59134150200000"
"super_prime_q2",13,"867.39569815210000"
"super_prime_q2",14,"1025.11555171600000"
"super_prime_q2",15,"1290.85666974030000"
"super_prime_q2",16,"1530.97489667520000"
"super_prime_q2",17,"1732.00558717860000"
"super_prime_q2",18,"1931.56901927340000"
"super_prime_q2",19,"2067.82945003000000"
"super_prime_q2",20,"2245.85078608800000"
"super_prime_q2",21,"2420.01734400360000"
"super_prime_q2",22,"2573.65282788600000"
"super_prime_q2",23,"2754.05038147400000"
"super_prime_q2",24,"2921.47336004200000"
"super_prime_q2",25,"3128.66261937660000"
"super_prime_q2",26,"3235.88369328720000"
"super_prime_q2",27,"3332.56940895970000"
"super_prime_q2",28,"3408.64575600750000"
"super_prime_q2",29,"3500.27932283440000"
"super_prime_q2",30,"3538.81584330540000"
"super_prime_q2",31,"3594.80900600460000"
